opportunity_id,lead_id,account_id,sales_rep,stage,created_date,close_date,deal_value,probability,result
2290,7694,828,Brian Lin,Closed,2024-01-17,2024-03-01,129096,100,Closed Won
2291,7698,829,Alex Chen,Closed,2025-02-26,2025-04-06,291610,100,Closed Won
2292,7701,,Emily Tsai,Closed,2025-10-15,2025-10-31,38975,0,Closed Lost
2293,7704,,Brian Lin,Closed,2024-06-21,2024-07-11,54266,0,Closed Lost
2294,7705,,Emily Tsai,Closed,2025-09-22,2026-03-18,534756,0,Closed Lost
2295,7707,,Alex Chen,Closed,2024-03-26,2024-05-28,414368,0,Closed Lost
2296,7709,830,Cathy Wang,Closed,2024-02-18,2024-03-12,51818,100,Closed Won
2297,7713,,David Huang,Closed,2025-09-08,2025-11-17,224236,0,Closed Lost
2298,7717,,Alex Chen,Closed,2025-01-07,2025-04-21,767681,0,Closed Lost
2299,7721,831,Cathy Wang,Closed,2025-05-10,2025-05-27,40149,100,Closed Won
2300,7724,,Alex Chen,Closed,2024-01-08,2024-02-12,53392,0,Closed Lost
2301,7725,,Alex Chen,Closed,2025-04-19,2025-07-04,302461,0,Closed Lost
2302,7726,,David Huang,Closed,2024-06-27,2024-07-16,38760,0,Closed Lost
2303,7728,,Emily Tsai,Closed,2024-04-26,2024-05-17,72147,0,Closed Lost
2304,7738,,Alex Chen,Closed,2025-01-28,2025-04-19,314761,0,Closed Lost
2305,7745,,Cathy Wang,Closed,2025-06-03,2025-08-16,153142,0,Closed Lost
2306,7746,,Alex Chen,Closed,2025-03-29,2025-04-13,117049,0,Closed Lost
2307,7747,,Cathy Wang,Closed,2025-09-21,2025-10-15,51181,0,Closed Lost
2308,7748,832,Brian Lin,Closed,2024-08-01,2024-08-18,39936,100,Closed Won
2309,7749,,Cathy Wang,Closed,2025-01-04,2025-04-01,384064,0,Closed Lost
2310,7752,833,David Huang,Closed,2025-07-14,2025-07-31,98327,100,Closed Won
2311,7753,,Emily Tsai,Closed,2025-05-23,2025-06-08,55574,0,Closed Lost
2312,7755,,David Huang,Closed,2024-01-25,2024-03-10,62280,0,Closed Lost
2313,7756,,Brian Lin,Closed,2024-02-11,2024-03-02,67257,0,Closed Lost
2314,7760,,Alex Chen,Closed,2024-05-13,2024-06-27,44086,0,Closed Lost
2315,7767,834,Alex Chen,Closed,2025-08-03,2025-09-19,313920,100,Closed Won
2316,7770,,Emily Tsai,Closed,2025-10-11,2025-11-10,79995,0,Closed Lost
2317,7773,,David Huang,Closed,2025-12-16,2026-01-06,94856,0,Closed Lost
2318,7775,,Emily Tsai,Closed,2024-10-01,2024-10-19,35522,0,Closed Lost
2319,7776,,Brian Lin,Closed,2024-02-09,2024-03-08,68777,0,Closed Lost
2320,7777,835,Brian Lin,Closed,2024-12-05,2025-03-18,1750212,100,Closed Won
2321,7782,,David Huang,Closed,2025-10-13,2025-11-25,73999,0,Closed Lost
2322,7783,836,David Huang,Closed,2025-06-20,2025-09-05,216924,100,Closed Won
2323,7784,,Cathy Wang,Closed,2025-12-26,2026-05-13,1795343,0,Closed Lost
2324,7786,,Cathy Wang,Closed,2025-12-18,2026-01-28,240352,0,Closed Lost
2325,7789,837,Emily Tsai,Closed,2025-01-28,2025-03-13,74249,100,Closed Won
2326,7790,,Cathy Wang,Closed,2024-09-11,2024-09-29,93442,0,Closed Lost
2327,7794,838,David Huang,Closed,2024-08-19,2025-01-19,1384397,100,Closed Won
2328,7798,,Cathy Wang,Closed,2024-06-30,2024-07-31,34599,0,Closed Lost
2329,7799,,Alex Chen,Closed,2025-06-24,2025-10-29,1193288,0,Closed Lost
2330,7804,,David Huang,Closed,2024-10-27,2024-11-16,101478,0,Closed Lost
2331,7813,,Alex Chen,Closed,2024-09-02,2024-10-16,41123,0,Closed Lost
2332,7817,,David Huang,Closed,2024-09-23,2025-01-17,1446467,0,Closed Lost
2333,7827,,David Huang,Closed,2024-06-17,2024-09-12,347231,0,Closed Lost
2334,7832,,David Huang,Closed,2024-05-24,2024-06-27,150591,0,Closed Lost
2335,7835,839,Alex Chen,Closed,2025-10-24,2025-11-13,34420,100,Closed Won
2336,7838,,Cathy Wang,Closed,2024-03-10,2024-04-24,130991,0,Closed Lost
2337,7840,,Brian Lin,Closed,2025-04-12,2025-05-10,103641,0,Closed Lost
2338,7844,,David Huang,Closed,2025-02-03,2025-02-21,72189,0,Closed Lost
2339,7846,840,David Huang,Closed,2024-11-20,2025-01-23,131092,100,Closed Won
2340,7847,,David Huang,Closed,2025-08-06,2025-09-13,45261,0,Closed Lost
2341,7850,,Cathy Wang,Closed,2025-09-24,2025-10-08,38139,0,Closed Lost
2342,7862,,Cathy Wang,Closed,2025-03-05,2025-04-19,256637,0,Closed Lost
2343,7863,,Cathy Wang,Closed,2024-03-25,2024-05-14,151861,0,Closed Lost
2344,7864,841,Cathy Wang,Closed,2025-05-06,2025-09-10,708574,100,Closed Won
2345,7865,842,David Huang,Closed,2025-07-30,2025-08-28,107427,100,Closed Won
2346,7867,843,David Huang,Closed,2024-05-25,2024-08-10,435711,100,Closed Won
2347,7875,,Emily Tsai,Closed,2024-01-23,2024-02-17,84272,0,Closed Lost
2348,7876,,Emily Tsai,Closed,2025-02-11,2025-03-19,42553,0,Closed Lost
2349,7880,,Brian Lin,Closed,2024-10-20,2024-11-09,59916,0,Closed Lost
2350,7881,,Emily Tsai,Closed,2025-01-28,2025-02-23,66608,0,Closed Lost
2351,7882,844,Cathy Wang,Closed,2024-03-03,2024-04-05,40412,100,Closed Won
2352,7885,,Emily Tsai,Closed,2024-03-30,2024-04-24,105212,0,Closed Lost
2353,7886,,David Huang,Closed,2025-12-01,2026-01-10,362300,0,Closed Lost
2354,7894,,Emily Tsai,Closed,2025-08-10,2025-08-29,54931,0,Closed Lost
2355,7895,,David Huang,Closed,2025-07-04,2025-08-13,45385,0,Closed Lost
2356,7896,845,Alex Chen,Closed,2024-07-12,2024-07-27,37660,100,Closed Won
2357,7898,,David Huang,Closed,2025-04-20,2025-05-11,61785,0,Closed Lost
2358,7899,,Emily Tsai,Closed,2024-05-21,2024-07-02,38847,0,Closed Lost
2359,7902,,David Huang,Closed,2024-04-19,2024-08-17,1880845,0,Closed Lost
2360,7904,,Alex Chen,Closed,2024-09-12,2024-10-06,104923,0,Closed Lost
2361,7907,,Brian Lin,Closed,2025-06-03,2025-06-20,89072,0,Closed Lost
2362,7911,,Alex Chen,Closed,2025-10-01,2025-12-22,287536,0,Closed Lost
2363,7916,,David Huang,Closed,2025-05-20,2025-06-06,109443,0,Closed Lost
2364,7918,,Alex Chen,Closed,2025-12-02,2026-05-31,892121,0,Closed Lost
2365,7920,,David Huang,Closed,2024-05-11,2024-06-11,83517,0,Closed Lost
2366,7923,,Alex Chen,Closed,2024-02-13,2024-02-27,73814,0,Closed Lost
2367,7930,,Brian Lin,Closed,2025-06-17,2025-07-27,97751,0,Closed Lost
2368,7933,,Brian Lin,Closed,2024-02-14,2024-07-27,1262050,0,Closed Lost
2369,7934,,Emily Tsai,Closed,2025-02-01,2025-03-16,55901,0,Closed Lost
2370,7936,,Alex Chen,Closed,2024-08-12,2024-09-11,33349,0,Closed Lost
2371,7937,,Brian Lin,Closed,2024-07-10,2024-10-11,741261,0,Closed Lost
2372,7943,,Alex Chen,Closed,2024-12-21,2025-01-21,45814,0,Closed Lost
2373,7946,,Brian Lin,Closed,2024-01-05,2024-02-19,88692,0,Closed Lost
2374,7949,,David Huang,Closed,2024-09-06,2024-12-05,381297,0,Closed Lost
2375,7951,,Alex Chen,Closed,2024-06-26,2024-07-24,34216,0,Closed Lost
2376,7954,,Brian Lin,Closed,2024-03-07,2024-06-17,970477,0,Closed Lost
2377,7955,,Brian Lin,Closed,2024-08-10,2024-08-27,45190,0,Closed Lost
2378,7962,,Emily Tsai,Closed,2024-05-22,2024-06-26,46294,0,Closed Lost
2379,7963,,Cathy Wang,Closed,2025-12-28,2026-04-21,1091857,0,Closed Lost
2380,7965,846,Brian Lin,Closed,2025-10-14,2025-11-20,71615,100,Closed Won
2381,7968,,Cathy Wang,Closed,2025-08-18,2025-09-06,62564,0,Closed Lost
2382,7969,,Alex Chen,Closed,2025-12-01,2026-02-14,261920,0,Closed Lost
2383,7974,,Brian Lin,Closed,2024-02-18,2024-03-25,79589,0,Closed Lost
2384,7975,847,Alex Chen,Closed,2025-02-16,2025-04-01,42987,100,Closed Won
2385,7979,848,Emily Tsai,Closed,2025-06-03,2025-08-03,1515462,100,Closed Won
2386,7983,849,Emily Tsai,Closed,2024-05-20,2024-08-16,1570899,100,Closed Won
2387,7991,850,Alex Chen,Closed,2025-12-25,2026-02-02,148953,100,Closed Won
2388,7999,,Brian Lin,Closed,2024-01-30,2024-04-17,725512,0,Closed Lost
2389,8007,851,David Huang,Closed,2024-07-17,2024-08-25,52745,100,Closed Won
2390,8008,,David Huang,Closed,2024-09-23,2024-11-06,105047,0,Closed Lost
2391,8014,,Emily Tsai,Closed,2024-05-10,2024-06-29,476145,0,Closed Lost
2392,8016,,David Huang,Closed,2024-01-15,2024-02-25,108612,0,Closed Lost
2393,8018,852,Alex Chen,Closed,2024-03-13,2024-04-05,78153,100,Closed Won
2394,8021,,David Huang,Closed,2025-05-23,2025-07-19,432105,0,Closed Lost
2395,8025,,Emily Tsai,Closed,2024-01-14,2024-04-26,1579409,0,Closed Lost
2396,8028,,Brian Lin,Closed,2024-12-27,2025-01-26,107259,0,Closed Lost
2397,8030,853,Alex Chen,Closed,2024-11-17,2024-12-24,451671,100,Closed Won
2398,8031,,David Huang,Closed,2025-11-30,2025-12-14,112944,0,Closed Lost
2399,8034,,Cathy Wang,Closed,2024-03-13,2024-04-08,40266,0,Closed Lost
2400,8035,854,Emily Tsai,Closed,2025-07-31,2025-10-23,360413,100,Closed Won
2401,8039,,David Huang,Closed,2025-12-23,2026-01-25,429865,0,Closed Lost
2402,8040,,David Huang,Closed,2025-06-06,2025-07-17,44477,0,Closed Lost
2403,8042,,Alex Chen,Closed,2024-08-16,2024-09-22,96466,0,Closed Lost
2404,8046,,Brian Lin,Closed,2024-02-04,2024-06-10,1569704,0,Closed Lost
2405,8047,,David Huang,Closed,2024-11-23,2025-01-05,79505,0,Closed Lost
2406,8057,,Alex Chen,Closed,2025-12-25,2026-01-12,115205,0,Closed Lost
2407,8060,,Alex Chen,Closed,2024-11-23,2024-12-31,306312,0,Closed Lost
2408,8067,,Emily Tsai,Closed,2024-09-07,2024-10-19,75115,0,Closed Lost
2409,8070,855,David Huang,Closed,2025-07-02,2025-07-28,109878,100,Closed Won
2410,8072,,David Huang,Closed,2025-04-20,2025-06-23,203658,0,Closed Lost
2411,8074,,Brian Lin,Closed,2025-08-16,2025-09-16,37641,0,Closed Lost
2412,8077,856,Brian Lin,Closed,2025-04-25,2025-06-11,466793,100,Closed Won
2413,8094,857,Emily Tsai,Closed,2024-08-03,2024-11-06,628822,100,Closed Won
2414,8096,,Alex Chen,Closed,2025-04-23,2025-05-28,70997,0,Closed Lost
2415,8101,,Alex Chen,Closed,2025-11-14,2025-12-01,97006,0,Closed Lost
2416,8105,,David Huang,Closed,2025-06-20,2025-08-04,71131,0,Closed Lost
2417,8106,,Alex Chen,Closed,2024-01-03,2024-02-01,71084,0,Closed Lost
2418,8108,858,David Huang,Closed,2025-10-11,2025-11-06,96525,100,Closed Won
2419,8112,859,Alex Chen,Closed,2024-07-23,2024-10-09,392530,100,Closed Won
2420,8116,,Brian Lin,Closed,2024-03-18,2024-05-18,1480814,0,Closed Lost
2421,8117,860,Cathy Wang,Closed,2024-06-05,2024-08-09,479089,100,Closed Won
2422,8118,861,Alex Chen,Closed,2024-09-29,2024-10-27,88316,100,Closed Won
2423,8119,,Emily Tsai,Closed,2025-10-19,2025-11-10,81596,0,Closed Lost
2424,8120,,Brian Lin,Closed,2025-09-23,2025-10-18,98817,0,Closed Lost
2425,8128,,David Huang,Closed,2024-02-18,2024-03-11,64364,0,Closed Lost
2426,8136,,Brian Lin,Closed,2024-10-29,2024-12-24,167232,0,Closed Lost
2427,8139,,David Huang,Closed,2024-07-14,2024-08-16,100117,0,Closed Lost
2428,8141,862,Alex Chen,Closed,2025-08-27,2025-09-12,42669,100,Closed Won
2429,8142,,David Huang,Closed,2024-12-06,2025-05-06,1810641,0,Closed Lost
2430,8145,,Alex Chen,Closed,2024-04-17,2024-05-09,64218,0,Closed Lost
2431,8149,,David Huang,Closed,2025-06-24,2025-09-20,184640,0,Closed Lost
2432,8152,,David Huang,Closed,2024-01-06,2024-01-26,101432,0,Closed Lost
2433,8154,863,David Huang,Closed,2024-01-07,2024-02-11,47623,100,Closed Won
2434,8155,864,Emily Tsai,Closed,2025-06-13,2025-07-20,482723,100,Closed Won
2435,8158,,David Huang,Closed,2024-04-29,2024-05-29,83634,0,Closed Lost
2436,8163,,Cathy Wang,Closed,2024-09-11,2024-10-17,84716,0,Closed Lost
2437,8168,865,Emily Tsai,Closed,2024-07-04,2024-08-05,268615,100,Closed Won
2438,8172,866,David Huang,Closed,2025-11-19,2026-01-28,1851691,100,Closed Won
2439,8174,,Brian Lin,Closed,2025-04-14,2025-05-15,106428,0,Closed Lost
2440,8175,867,David Huang,Closed,2024-12-10,2025-01-20,69242,100,Closed Won
2441,8180,,Brian Lin,Closed,2025-12-23,2026-01-10,50917,0,Closed Lost
2442,8181,,David Huang,Closed,2024-08-07,2024-11-13,1775425,0,Closed Lost
2443,8186,,Alex Chen,Closed,2025-07-04,2025-10-27,1842038,0,Closed Lost
2444,8188,,Brian Lin,Closed,2024-12-01,2025-01-04,76105,0,Closed Lost
2445,8189,868,Alex Chen,Closed,2025-07-20,2025-08-26,475703,100,Closed Won
2446,8196,,David Huang,Closed,2025-01-12,2025-01-31,62447,0,Closed Lost
2447,8197,,Alex Chen,Closed,2025-03-21,2025-04-19,107448,0,Closed Lost
2448,8201,869,David Huang,Closed,2024-11-15,2024-12-09,95758,100,Closed Won
2449,8202,,Brian Lin,Closed,2024-06-11,2024-08-07,374667,0,Closed Lost
2450,8206,,Alex Chen,Closed,2025-01-18,2025-06-26,534298,0,Closed Lost
2451,8207,,Alex Chen,Closed,2025-12-07,2025-12-25,58227,0,Closed Lost
2452,8210,,Brian Lin,Closed,2025-11-13,2026-04-26,1845901,0,Closed Lost
2453,8215,,Emily Tsai,Closed,2025-12-18,2026-04-09,1365507,0,Closed Lost
2454,8221,,Brian Lin,Closed,2024-01-10,2024-02-11,109733,0,Closed Lost
2455,8222,870,David Huang,Closed,2024-06-10,2024-10-11,1675525,100,Closed Won
2456,8226,871,Brian Lin,Closed,2025-02-09,2025-04-10,266351,100,Closed Won
2457,8228,,Alex Chen,Closed,2024-05-09,2024-06-18,271981,0,Closed Lost
2458,8230,872,David Huang,Closed,2025-11-29,2026-01-03,77918,100,Closed Won
2459,8232,873,David Huang,Closed,2025-02-06,2025-03-08,92340,100,Closed Won
2460,8241,874,Alex Chen,Closed,2025-03-30,2025-06-11,330694,100,Closed Won
2461,8242,875,David Huang,Closed,2024-12-31,2025-01-25,101231,100,Closed Won
2462,8244,876,Emily Tsai,Closed,2025-11-12,2025-12-03,93706,100,Closed Won
2463,8247,877,Emily Tsai,Closed,2025-11-20,2025-12-22,65610,100,Closed Won
2464,8252,,Brian Lin,Closed,2025-12-12,2026-03-06,1721727,0,Closed Lost
2465,8259,878,Alex Chen,Closed,2024-03-19,2024-05-05,378489,100,Closed Won
2466,8261,,Cathy Wang,Closed,2025-04-05,2025-05-08,51960,0,Closed Lost
2467,8262,,David Huang,Closed,2024-04-19,2024-05-23,65537,0,Closed Lost
2468,8263,879,David Huang,Closed,2024-03-15,2024-04-05,51656,100,Closed Won
2469,8264,,Alex Chen,Closed,2024-09-09,2024-10-23,166236,0,Closed Lost
2470,8265,,Brian Lin,Closed,2024-05-19,2024-06-04,79891,0,Closed Lost
2471,8267,880,Emily Tsai,Closed,2025-06-11,2025-07-28,193933,100,Closed Won
2472,8272,,David Huang,Closed,2024-12-15,2025-02-13,454789,0,Closed Lost
2473,8276,881,Emily Tsai,Closed,2024-06-13,2024-09-21,915311,100,Closed Won
2474,8280,,Emily Tsai,Closed,2025-09-28,2025-12-03,417015,0,Closed Lost
2475,8281,,Cathy Wang,Closed,2025-08-21,2025-09-10,102218,0,Closed Lost
2476,8282,,Cathy Wang,Closed,2024-06-25,2024-07-12,77520,0,Closed Lost
2477,8283,,Cathy Wang,Closed,2024-08-17,2024-11-15,181402,0,Closed Lost
2478,8285,,Cathy Wang,Closed,2025-03-05,2025-07-08,884614,0,Closed Lost
2479,8287,882,Emily Tsai,Closed,2024-11-06,2025-01-18,180443,100,Closed Won
2480,8291,,Cathy Wang,Closed,2024-01-24,2024-05-29,508422,0,Closed Lost
2481,8292,883,Alex Chen,Closed,2025-01-29,2025-03-09,89222,100,Closed Won
2482,8296,,Emily Tsai,Closed,2024-11-15,2024-12-26,44034,0,Closed Lost
2483,8299,,David Huang,Closed,2025-08-26,2025-10-08,403056,0,Closed Lost
2484,8305,884,David Huang,Closed,2024-12-13,2025-01-27,388005,100,Closed Won
2485,8306,,David Huang,Closed,2024-06-13,2024-09-12,1544937,0,Closed Lost
2486,8308,,Alex Chen,Closed,2025-03-06,2025-03-30,39239,0,Closed Lost
2487,8312,,David Huang,Closed,2025-09-28,2025-10-20,47940,0,Closed Lost
2488,8315,885,Cathy Wang,Closed,2025-03-08,2025-04-06,70201,100,Closed Won
2489,8321,,Cathy Wang,Closed,2024-07-11,2024-10-28,1099098,0,Closed Lost
2490,8322,,Brian Lin,Closed,2024-05-16,2024-05-31,44665,0,Closed Lost
2491,8325,,Alex Chen,Closed,2025-01-05,2025-02-07,38025,0,Closed Lost
2492,8327,,Alex Chen,Closed,2024-04-05,2024-04-23,89545,0,Closed Lost
2493,8334,,Cathy Wang,Closed,2025-11-29,2025-12-31,107603,0,Closed Lost
2494,8335,886,Alex Chen,Closed,2025-10-22,2026-02-16,1649652,100,Closed Won
2495,8336,,Alex Chen,Closed,2024-11-13,2024-12-22,367357,0,Closed Lost
2496,8352,887,Emily Tsai,Closed,2025-08-01,2025-08-19,77282,100,Closed Won
2497,8355,,Emily Tsai,Closed,2025-05-10,2025-06-24,108312,0,Closed Lost
2498,8356,888,Alex Chen,Closed,2025-03-09,2025-04-07,106838,100,Closed Won
2499,8365,,Emily Tsai,Closed,2025-12-26,2026-03-24,200786,0,Closed Lost
2500,8366,,David Huang,Closed,2024-01-02,2024-01-23,40529,0,Closed Lost
2501,8367,,Alex Chen,Closed,2025-06-06,2025-07-07,115552,0,Closed Lost
2502,8372,889,Brian Lin,Closed,2024-02-21,2024-05-11,379911,100,Closed Won
2503,8373,,Cathy Wang,Closed,2025-08-09,2025-11-26,845049,0,Closed Lost
2504,8374,,David Huang,Closed,2025-06-28,2025-09-23,850596,0,Closed Lost
2505,8377,,Brian Lin,Closed,2025-10-30,2025-12-23,141744,0,Closed Lost
2506,8379,,Brian Lin,Closed,2024-03-31,2024-05-20,317665,0,Closed Lost
2507,8391,890,Brian Lin,Closed,2025-01-08,2025-05-23,1085611,100,Closed Won
2508,8393,891,Brian Lin,Closed,2025-04-16,2025-05-18,93075,100,Closed Won
2509,8394,892,David Huang,Closed,2025-06-13,2025-07-23,342195,100,Closed Won
2510,8395,,Brian Lin,Closed,2024-04-01,2024-05-10,382947,0,Closed Lost
2511,8397,,Brian Lin,Closed,2025-05-04,2025-06-01,69936,0,Closed Lost
2512,8398,,Brian Lin,Closed,2024-08-10,2024-09-17,35766,0,Closed Lost
2513,8401,893,David Huang,Closed,2024-03-18,2024-04-12,47844,100,Closed Won
2514,8403,894,Cathy Wang,Closed,2024-03-05,2024-04-25,316854,100,Closed Won
2515,8406,,Alex Chen,Closed,2025-12-08,2026-01-04,70003,0,Closed Lost
2516,8409,895,Emily Tsai,Closed,2024-08-29,2024-10-11,58700,100,Closed Won
2517,8417,896,Emily Tsai,Closed,2024-11-19,2025-02-08,484592,100,Closed Won
2518,8420,,Brian Lin,Closed,2025-05-13,2025-06-01,105275,0,Closed Lost
2519,8421,897,Alex Chen,Closed,2024-03-22,2024-04-23,116445,100,Closed Won
2520,8422,,Brian Lin,Closed,2025-01-20,2025-04-11,209423,0,Closed Lost
2521,8428,,Brian Lin,Closed,2024-08-11,2024-09-16,108970,0,Closed Lost
2522,8432,,Brian Lin,Closed,2025-10-18,2025-11-25,388829,0,Closed Lost
2523,8435,,Brian Lin,Closed,2025-08-17,2025-09-09,34082,0,Closed Lost
2524,8437,,Alex Chen,Closed,2024-07-28,2024-09-11,64306,0,Closed Lost
2525,8438,898,Brian Lin,Closed,2025-06-20,2025-07-05,109447,100,Closed Won
2526,8444,,Cathy Wang,Closed,2024-03-22,2024-05-01,88026,0,Closed Lost
2527,8449,,Cathy Wang,Closed,2024-03-02,2024-03-21,66122,0,Closed Lost
2528,8452,,Cathy Wang,Closed,2024-10-10,2024-11-10,107867,0,Closed Lost
2529,8454,899,Emily Tsai,Closed,2024-07-11,2024-12-11,1141551,100,Closed Won
2530,8456,,David Huang,Closed,2025-01-12,2025-02-24,59162,0,Closed Lost
2531,8462,,Brian Lin,Closed,2025-03-23,2025-04-18,51440,0,Closed Lost
2532,8463,900,David Huang,Closed,2025-11-04,2025-12-04,99859,100,Closed Won
2533,8467,,David Huang,Closed,2025-12-03,2026-02-14,305069,0,Closed Lost
2534,8468,,Alex Chen,Closed,2025-12-07,2026-01-04,94563,0,Closed Lost
2535,8470,901,Alex Chen,Closed,2024-12-06,2025-01-03,107887,100,Closed Won
2536,8473,,Alex Chen,Closed,2024-06-17,2024-07-07,81038,0,Closed Lost
2537,8480,902,David Huang,Closed,2024-12-23,2025-03-11,1381039,100,Closed Won
2538,8483,,David Huang,Closed,2024-01-29,2024-03-07,88302,0,Closed Lost
2539,8485,,David Huang,Closed,2024-10-22,2024-11-23,305775,0,Closed Lost
2540,8489,,Alex Chen,Closed,2025-03-11,2025-05-21,1258527,0,Closed Lost
2541,8495,903,Brian Lin,Closed,2024-10-27,2025-01-06,403066,100,Closed Won
2542,8496,904,David Huang,Closed,2024-01-27,2024-04-16,238755,100,Closed Won
2543,8498,,Cathy Wang,Closed,2025-04-28,2025-05-22,112876,0,Closed Lost
2544,8499,905,Cathy Wang,Closed,2024-10-22,2024-12-12,128972,100,Closed Won
2545,8502,,Alex Chen,Closed,2025-03-14,2025-04-16,44843,0,Closed Lost
2546,8503,906,Brian Lin,Closed,2025-10-06,2025-11-04,64128,100,Closed Won
2547,8504,,Brian Lin,Closed,2024-01-18,2024-03-16,220957,0,Closed Lost
2548,8505,,Brian Lin,Closed,2024-02-16,2024-03-02,116750,0,Closed Lost
2549,8510,907,David Huang,Closed,2025-11-25,2025-12-17,34203,100,Closed Won
2550,8511,,Brian Lin,Closed,2025-02-17,2025-05-17,1632605,0,Closed Lost
2551,8512,,Alex Chen,Closed,2025-01-06,2025-05-26,1401979,0,Closed Lost
2552,8520,,Emily Tsai,Closed,2025-12-04,2026-02-23,328042,0,Closed Lost
2553,8522,,Brian Lin,Closed,2024-01-15,2024-06-12,1847705,0,Closed Lost
2554,8524,908,Emily Tsai,Closed,2024-08-23,2024-09-06,92994,100,Closed Won
2555,8525,,Emily Tsai,Closed,2025-11-26,2026-01-05,67200,0,Closed Lost
2556,8533,,Emily Tsai,Closed,2024-12-10,2025-04-01,978884,0,Closed Lost
2557,8539,909,David Huang,Closed,2025-01-12,2025-03-15,357505,100,Closed Won
2558,8540,,Emily Tsai,Closed,2024-08-12,2024-10-16,171702,0,Closed Lost
2559,8543,,Alex Chen,Closed,2024-11-29,2025-04-10,1196303,0,Closed Lost
2560,8551,910,Emily Tsai,Closed,2024-10-06,2024-10-25,32359,100,Closed Won
2561,8553,,Emily Tsai,Closed,2025-06-06,2025-09-13,1720234,0,Closed Lost
2562,8558,911,Emily Tsai,Closed,2024-09-06,2024-10-02,71920,100,Closed Won
2563,8559,,Cathy Wang,Closed,2025-03-15,2025-06-14,806999,0,Closed Lost
2564,8561,,David Huang,Closed,2025-01-29,2025-03-12,187371,0,Closed Lost
2565,8562,,David Huang,Closed,2024-10-28,2025-03-14,1107924,0,Closed Lost
2566,8563,,Alex Chen,Closed,2024-10-01,2024-11-12,480318,0,Closed Lost
2567,8567,,Alex Chen,Closed,2025-10-23,2025-11-11,61786,0,Closed Lost
2568,8570,,Brian Lin,Closed,2024-11-05,2025-01-28,327790,0,Closed Lost
2569,8574,912,David Huang,Closed,2025-09-03,2025-10-15,210002,100,Closed Won
2570,8575,,David Huang,Closed,2024-07-17,2024-08-04,42810,0,Closed Lost
2571,8576,,Alex Chen,Closed,2025-07-30,2025-09-06,70515,0,Closed Lost
2572,8578,913,David Huang,Closed,2024-01-23,2024-02-10,74427,100,Closed Won
2573,8579,,David Huang,Closed,2024-07-06,2024-08-07,117659,0,Closed Lost
2574,8582,,Brian Lin,Closed,2024-05-28,2024-07-02,109306,0,Closed Lost
2575,8585,,Emily Tsai,Closed,2025-06-26,2025-08-05,79133,0,Closed Lost
2576,8588,914,Emily Tsai,Closed,2024-02-08,2024-03-23,103590,100,Closed Won
2577,8589,,Alex Chen,Closed,2024-07-07,2024-07-22,36787,0,Closed Lost
2578,8590,915,Brian Lin,Closed,2025-01-18,2025-02-19,89680,100,Closed Won
2579,8597,916,Alex Chen,Closed,2025-10-29,2025-11-22,84552,100,Closed Won
2580,8600,,Emily Tsai,Closed,2024-12-04,2025-02-24,396950,0,Closed Lost
2581,8604,917,Emily Tsai,Closed,2024-10-25,2024-11-27,116520,100,Closed Won
2582,8608,,Cathy Wang,Closed,2025-05-04,2025-07-13,921968,0,Closed Lost
2583,8609,918,Alex Chen,Closed,2025-10-25,2025-12-07,62134,100,Closed Won
2584,8624,,Emily Tsai,Closed,2024-09-13,2024-11-05,231498,0,Closed Lost
2585,8625,,Alex Chen,Closed,2024-01-30,2024-06-20,1883575,0,Closed Lost
2586,8627,,Alex Chen,Closed,2024-08-26,2024-11-12,204399,0,Closed Lost
2587,8630,919,Brian Lin,Closed,2024-06-02,2024-07-21,262811,100,Closed Won
2588,8634,920,Alex Chen,Closed,2025-11-11,2025-12-10,85171,100,Closed Won
2589,8635,,Emily Tsai,Closed,2025-05-25,2025-06-13,32734,0,Closed Lost
2590,8636,921,Emily Tsai,Closed,2025-11-29,2026-02-25,377969,100,Closed Won
2591,8638,,Emily Tsai,Closed,2024-11-19,2025-01-27,450908,0,Closed Lost
2592,8641,922,Alex Chen,Closed,2024-04-05,2024-05-15,155951,100,Closed Won
2593,8644,,Alex Chen,Closed,2025-03-30,2025-04-15,42762,0,Closed Lost
2594,8645,,Emily Tsai,Closed,2024-04-04,2024-05-04,337567,0,Closed Lost
2595,8647,,David Huang,Closed,2025-05-02,2025-06-16,97468,0,Closed Lost
2596,8651,,Brian Lin,Closed,2024-04-02,2024-06-14,133705,0,Closed Lost
2597,8655,,David Huang,Closed,2024-10-24,2025-01-06,137605,0,Closed Lost
2598,8656,,David Huang,Closed,2025-07-20,2026-01-02,1911338,0,Closed Lost
2599,8659,,Alex Chen,Closed,2024-05-05,2024-06-03,43442,0,Closed Lost
2600,8664,923,Alex Chen,Closed,2024-04-10,2024-06-17,282507,100,Closed Won
2601,8667,924,Brian Lin,Closed,2024-11-28,2024-12-29,48298,100,Closed Won
2602,8673,,Brian Lin,Closed,2025-07-10,2025-08-17,72864,0,Closed Lost
2603,8675,925,David Huang,Closed,2025-01-19,2025-02-28,367905,100,Closed Won
2604,8677,926,Cathy Wang,Closed,2025-10-16,2026-01-03,483944,100,Closed Won
2605,8684,,Brian Lin,Closed,2025-09-28,2025-10-28,372628,0,Closed Lost
2606,8685,,David Huang,Closed,2025-10-21,2025-11-16,59908,0,Closed Lost
